100200251	15735108
100200252	75892194
100200253	19316241
100200245	26857786
100200246	53246495
100200247	70117791
100200254	46789706
100200255	66532962
100200260	87640391
100219001	53008933
100219002	80453041
100216001	44455560
100230201	46533533
100222001	18046862
100222002	45445571
100222003	71939275
100222004	8324284
100222005	44728989
100222006	70717628
100222007	7102732
100222008	33506331
100222009	70095046
100222010	6089145
100222201	32484853
100222012	69873498
100222013	5267507
100222202	32762201
100222015	68756810
100222016	4145915
100222203	31539614
100222018	7934362
100222019	34323367
100222020	70417076
100222021	6812770
100222022	33206889
100222023	69655484
100222024	6659193
100222025	32044231
100222204	69533836
100222027	95937545
100222028	31322640
100222029	68316358
100222103	71939276
100220001	45710945
100220002	72705654
100220003	18294799
100220004	44698398
100220005	71083002
100220006	7477101
100220007	44466810
100220019	70860415
100220020	6355563
100220021	33744268
100220022	75748977
100220023	2133971
100220024	38527680
100220025	75926389
100220201	1410324
100220037	37405032
100220202	64804137
100220203	298846
100220204	37683441
100220205	63181559
100220206	99176254
101205000	96823189
101205001	38775407
101205002	74169516
101205003	1164211
101205004	37552929
101205005	63947968
101205006	342673
101205007	36436372
101205008	63825486
101205009	99229085
101205010	35614780
101205011	62002838
101205012	98007437
101205013	25592142
101205014	61980241
101205015	98385955
101205016	24779554
101205017	60764609
101205018	97262307
101205019	23657016
101205020	50042011
101205021	96030710
101205022	22435424
101205023	59829423
101205024	85314178
101205025	22712877
101205026	58707981
101205027	84192580
101205028	11590299
101205029	57985393
101205030	84079032
101205031	10474647
101205032	56863746
101205033	83257450
101205034	19652159
101205035	46640168
101205036	82135803
101205037	14529511
101205038	41924516
101205039	77313225
101205040	14307929
101205041	40702028
101205042	76290637
101205043	3685372
101205044	49689480
101205045	76078185
101205046	2463794
101205047	49867899
101205048	75352507
101205049	1340142
101205050	38745241
101205051	74139959
101205052	1528054
101205053	37613663
101205054	63017368
101205055	402416
101205056	36890111
101205057	63295720
101205058	99289828
101205059	35778533
101205060	62173132
101205061	98567237
101205062	35552985
101205063	61950680
101205064	97345699
101205065	24839398
101205066	60238002
101205067	97223101
101205068	23617756
101205069	59016454
101205070	36400569
101205071	62995268
101205072	99989863
101205073	25388971
101205074	61773610
101205075	98167225
101205076	24166324
101205077	51650038
101205079	97045737
101205078	24440742
101205080	50838440
101205125	22712878
101205162	35552986
101204081	48228390
101204082	74213995
101204083	1607603
101204084	37006702
101204085	73490417
101204086	885016
101204087	36974120
101204088	63378869
101204089	9763474
101204090	35035985
101204091	62156277
101204092	8540986
101204093	35151572
101204094	61434639
101204095	98828338
101204096	34813443
101204181	48228391
101203081	70843274
101203082	16238373
101203083	43633088
101203084	79627627
101203085	6116731
101203086	42510430
101203087	78905039
101203088	5993144
101203089	31398842
101203090	78783557
101203091	4271596
101203092	30676200
101203093	67660909
101203094	3055018
101203095	30453613
101203096	66848311
100200250	28958464
100215003	17217034
100217001	1047075
100217002	37531679
100217003	73936388
100217004	324483
100217005	36319131
100217006	73714736
100217007	9102835
100217008	35697544
100217009	62091148
100217010	8080257
101204001	2333466
101204002	39321065
101204003	65726770
101204004	92110878
101204005	38505587
101204006	64603182
101204007	91098230
101204008	27483935
101204009	64881644
101204010	90276649
101204011	27260347
101204012	53765052
101204013	99153051
101204014	26548709
101204015	52543404
101204016	39931513
101204017	65326118
101204018	91810826
101204019	24215921
101204020	60203670
101204021	97698279
101204022	23093373
101204023	59481082
101204024	96576187
101204025	22970795
101204026	59369430
101204027	85753549
101204028	74150658
101204029	58143852
101204030	84631951
101204031	21036656
101204032	57420265
101204033	83819309
101204034	10804018
101204035	56208713
101204036	83793721
101204037	19181420
101204038	46186135
101204039	82570174
101204040	18969888
101204041	45464587
101204042	71858682
101204043	18843291
101204044	44241999
101204045	70636044
101204046	7020743
101204047	43129357
101204048	70514456
101204049	6908161
101204050	42307760
101204051	79791878
101204052	5786513
101204053	32270212
101204054	78679226
101204055	4064925
101204056	31458630
101204057	67457739
101204058	4841383
101204059	30336082
101204060	66730191
101204061	93729896
101204062	39114494
101204063	66518509
101204064	92907248
101204065	38491852
101204066	65496951
101204067	91880660
101204068	28279365
101204069	64664373
101204070	91668078
101204071	27157727
101204072	53541822
101204073	90946420
101204074	26334139
101204075	53329234
101204076	89824842
101204077	25218587
101204078	52607696
101204079	88001391
101204080	25096909
101204120	60203671
101204164	92907249
100218001	55343172
100218002	91337277
100218003	28736826
100218004	54120521
100218005	90615639
100200244	43502497
100200248	23530726
100211001	96402918
100211002	32991027
100211003	9396662
100211004	35380371
100211050	61775475
100211051	8173184
100211052	34568783
100211053	61052897
100211097	97051536
100211098	34446231
100211099	60830240
100211100	96235944
100211122	23623653
100211123	69718652
100211124	96113307
100211125	22501005
101202081	25131968
101202082	52126602
101202083	98520301
101202084	25919316
101202085	51303014
101202086	87498729
101202087	24892828
101202088	50281477
101202089	87676171
101202090	13070280
101202091	59069885
101202092	86553594
101203001	90829280
101203002	26913989
101203003	62318994
101203004	99707692
101203005	25191307
101203006	52596406
101203007	98684051
101203008	24079759
101203009	51473858
101203010	27868563
101203011	64257161
101203012	90241276
101203013	26746975
101203014	53134520
101203015	99529628
101203016	26523337
101203017	52918032
101203018	99307040
101203019	25801745
101203020	51296484
101203021	88284599
101203022	24689197
101203023	51073802
101203024	13567610
101203025	50951254
101203026	86346363
101203027	13744068
101203028	49139666
101203029	85123771
101203030	87462901
101203031	12612470
101203032	48017189
101203033	85401123
101203034	11496832
101203035	47894537
101203036	74289646
101203037	10774240
101203038	47172959
101203039	73167098
101203040	9551692
101203041	46956301
101203042	72444406
101203043	9839115
101203044	35834119
101203045	71222868
101203046	8617563
101203047	34001672
101203048	71100270
101203049	3594985
101203050	30989084
101203051	66384688
101203052	2772337
101203053	39767432
101203054	65261141
101203055	92650749
101203057	38044854
101203056	64049553
101203058	91434208
